;state_code;county_code;site_num;address;state;county;city;date_local;unit_NO2;mean_NO2;firstMV_NO2;firstMH_NO2;aqi_NO2;unit_O3;mean_O3;firstMV_O3;firstMH_O3;aqi_O3;unit_SO2;mean_SO2;firstMV_SO2;firstMH_SO2;aqi_SO2;unit_CO;mean_CO;firstMV_CO;firstMH_CO;aqi_CO
267606;42;129;8;DONOHOE ROAD - PENN DOT MAINT DIST BLDG;Pennsylvania;Westmoreland;Greensburg;2002-04-23;Parts per billion;14.625;36.0;20;34;Parts per million;0.023583;0.042;10;36;Parts per billion;9.291667;19.0;17;27.0;Parts per million;0.17916700000000002;0.5;22;6.0
152308;29;510;86;MARGARETTA: 4520 Margaretta, St. Louis, MO 63115;Missouri;St. Louis City;St. Louis;2001-10-10;Parts per billion;15.15;33.0;18;31;Parts per million;0.01675;0.024;0;20;Parts per billion;3.291667;9.0;13;13.0;Parts per million;0.620833;0.8;19;9.0
385797;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2004-09-21;Parts per billion;37.086957;56.0;8;53;Parts per million;0.014833;0.034;12;29;Parts per billion;6.6521740000000005;14.0;11;20.0;Parts per million;0.929167;1.5;9;17.0
264738;42;95;25;WASHINGTON & CAMBRIA STS. FREEMANSBURG;Pennsylvania;Northampton;Freemansburg;2002-06-29;Parts per billion;10.833333;18.0;4;17;Parts per million;0.025333;0.051;10;43;Parts per billion;0.525;2.3;8;;Parts per million;0.445833;0.6;1;7.0
193239;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2002-02-03;Parts per billion;24.73913;57.0;0;54;Parts per million;0.014125;0.033;10;28;Parts per billion;0.814286;1.2;2;;Parts per million;2.426087;13.2;0;
82882;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2000-03-29;Parts per billion;13.125;18.0;6;17;Parts per million;0.025875;0.042;11;36;Parts per billion;0.65;2.3;11;;Parts per million;0.331818;0.7;7;
88085;51;59;1004;          6100 ARLINGTON BLVD MONTG WARD;Virginia;Fairfax;Seven Corners;2000-02-11;Parts per billion;28.869565;46.0;8;43;Parts per million;0.0135;0.024;23;20;Parts per billion;9.952380999999999;18.0;7;26.0;Parts per million;1.045833;1.3;10;15.0
398559;8;1;3001;3174 E. 78TH AVE.;Colorado;Adams;Welby;2004-02-02;Parts per billion;27.454545;54.0;8;51;Parts per million;0.009000000000000001;0.025;9;21;Parts per billion;0.7;2.6;11;;Parts per million;0.583333;1.0;9;11.0
233827;20;209;21;1210 N. 10TH ST.,JFK RECREATION CENTER;Kansas;Wyandotte;Kansas City;2002-07-16;Parts per billion;15.666667000000002;39.0;5;37;Parts per million;0.052458000000000005;0.079;10;109;Parts per billion;2.5125;3.6;11;;Parts per million;0.925;1.3;5;
134743;11;1;41;420 34th Street N.E.,Washington, DC 20019;District Of Columbia;District of Columbia;Washington;2001-09-03;Parts per billion;18.458333;37.0;0;35;Parts per million;0.028875;0.047;10;40;Parts per billion;4.0375;7.3;14;;Parts per million;1.208333;1.9;0;
223796;8;1;3001;3174 E. 78TH AVE.;Colorado;Adams;Welby;2002-02-12;Parts per billion;16.826087;39.0;20;37;Parts per million;0.0136669999999999;0.03;10;25;Parts per billion;0.0434779999999999;1.0;13;1.0;Parts per million;0.329167;0.6;23;7.0
79959;42;125;5;CHARLER01 WASTE TREATMENT PLANT;Pennsylvania;Washington;Charleroi;2000-04-02;Parts per billion;22.173913;38.0;10;36;Parts per million;0.020208;0.044000000000000004;11;37;Parts per billion;3.869565;7.0;10;10.0;Parts per million;0.3;0.5;10;6.0
29835;6;83;2004;128 S 'H' ST, LOMPOC;California;Santa Barbara;Lompoc;2000-02-10;Parts per billion;5.695652;18.0;21;17;Parts per million;0.043792000000000005;0.052000000000000005;9;44;Parts per billion;0.1;0.3;8;;Parts per million;0.154167;0.2;11;2.0
368425;6;13;1004;1865 D RUMRILL BLVD, San Pablo;California;Contra Costa;San Pablo;2004-08-23;Parts per billion;6.913042999999999;13.0;18;12;Parts per million;0.01475;0.021;9;18;Parts per billion;1.0857139999999998;1.6;2;;Parts per million;0.717391;0.9;17;
224170;8;1;3001;3174 E. 78TH AVE.;Colorado;Adams;Welby;2002-05-21;Parts per billion;17.181818;36.0;0;34;Parts per million;0.031917;0.055;18;47;Parts per billion;1.9833330000000002;7.3;17;;Parts per million;0.541667;1.0;0;11.0
290776;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2003-05-07;Parts per billion;19.173913;36.0;8;34;Parts per million;0.022417;0.026000000000000002;0;22;Parts per billion;1.142857;3.0;6;4.0;Parts per million;0.908696;1.0;0;11.0
285582;6;19;244;MOBILE;California;Fresno;Fresno;2003-03-11;Parts per billion;19.913043;35.0;19;33;Parts per million;0.013333000000000001;0.031;10;26;Parts per billion;0.228571;1.0;23;;Parts per million;1.2125;2.0;2;23.0
247585;34;13;16;LEXINGTON & E. FERRY STS., NEWARK;New Jersey;Essex;Newark;2002-08-23;Parts per billion;25.428570999999998;46.0;18;43;Parts per million;0.022833000000000003;0.0289999999999999;10;25;Parts per billion;2.25;14.0;20;20.0;Parts per million;0.570833;0.9;5;
5569;6;13;1002;5551 BETHEL ISLAND RD;California;Contra Costa;Bethel Island;2000-06-11;Parts per billion;5.8695650000000015;11.0;2;10;Parts per million;0.028875;0.046;10;39;Parts per billion;1.545455;4.0;15;6.0;Parts per million;0.25416700000000003;0.3;0;3.0
422677;40;21;9002;P.O. BOX 948   TAHLEQUAH, OK  74464;Oklahoma;Cherokee;Park Hill;2004-11-03;Parts per billion;4.4375;7.0;8;7;Parts per million;0.018444;0.022000000000000002;0;19;Parts per billion;4.772727;104.0;23;114.0;Parts per million;0.0;0.0;0;
385094;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2004-03-23;Parts per billion;12.347826;20.0;6;19;Parts per million;0.03275;0.051;0;43;Parts per billion;2.542857;3.3;14;;Parts per million;0.582609;0.7;5;
64077;36;5;83;200TH STREET AND SOUTHERN BLVD Harding Lab;New York;Bronx;New York;2000-11-07;Parts per billion;24.0;32.0;18;30;Parts per million;0.002611;0.006;6;5;Parts per billion;14.5125;25.3;8;;Parts per million;0.65;0.8;0;9.0
147632;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2001-01-13;Parts per billion;11.291667;21.0;9;20;Parts per million;0.0148;0.02;10;17;Parts per billion;1.541667;10.0;9;14.0;Parts per million;0.5625;0.6;9;7.0
381250;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2004-12-11;Parts per billion;11.521739;23.0;0;22;Parts per million;0.000125;0.002;23;2;Parts per billion;0.0;0.0;2;;Parts per million;0.573913;1.2;7;
208342;6;73;1;80 E. 'J' ST., CHULA VISTA;California;San Diego;Chula Vista;2002-02-07;Parts per billion;33.260870000000004;51.0;20;48;Parts per million;0.021583;0.045;11;38;Parts per billion;4.271429;9.0;11;;Parts per million;1.283333;1.8;8;20.0
7525;6;13;1003;UNIT 759 EL PORTAL SHOPPING CENTER, San Pablo;California;Contra Costa;San Pablo;2000-10-12;Parts per billion;14.521739000000002;28.0;21;26;Parts per million;0.015083000000000001;0.031;12;26;Parts per billion;2.045455;6.0;10;9.0;Parts per million;0.31666700000000003;0.5;0;6.0
440860;48;141;58;5050A Yvette Drive;Texas;El Paso;El Paso;2004-04-27;Parts per billion;6.1666669999999995;19.0;5;18;Parts per million;0.0435;0.054000000000000006;9;46;Parts per billion;0.458333;11.0;23;16.0;Parts per million;0.2;0.2;22;2.0
83410;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2000-12-22;Parts per billion;21.25;37.0;18;35;Parts per million;0.013958000000000002;0.021;9;18;Parts per billion;2.2625;8.0;11;;Parts per million;0.295833;0.5;7;
409838;25;25;42;HARRISON AVE;Massachusetts;Suffolk;Boston;2004-02-17;Parts per billion;24.863636;35.0;6;33;Parts per million;0.013833000000000002;0.025;10;21;Parts per billion;8.6;20.0;8;;Parts per million;0.182609;0.7;20;
261731;42;69;2006;GEORGE ST TROOP AND CITY OF SCRANTON;Pennsylvania;Lackawanna;Scranton;2002-10-14;Parts per billion;8.958333;25.0;18;24;Parts per million;0.019083000000000003;0.036000000000000004;9;31;Parts per billion;2.791667;4.0;7;6.0;Parts per million;0.1708329999999999;0.5;19;
300780;6;73;1;80 E. 'J' ST., CHULA VISTA;California;San Diego;Chula Vista;2003-12-02;Parts per billion;36.318182;48.0;17;45;Parts per million;0.004625;0.012;9;10;Parts per billion;3.266667;4.0;14;;Parts per million;1.416667;2.0;0;23.0
344561;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2003-07-27;Parts per billion;6.8333330000000005;15.0;21;14;Parts per million;0.05475;0.066;10;71;Parts per billion;8.7625;14.0;5;;Parts per million;0.2;0.2;0;
810;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2000-07-31;Parts per billion;36.05;73.0;21;71;Parts per million;0.037696;0.073;11;93;Parts per billion;0.75;2.0;23;;Parts per million;0.605;1.6;23;
236790;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2002-01-18;Parts per billion;25.291667;45.0;17;42;Parts per million;0.006875;0.011000000000000001;23;9;Parts per billion;1.363636;8.0;17;11.0;Parts per million;0.745833;0.9;0;10.0
420369;37;67;22;1300 BLK. HATTIE AVENUE;North Carolina;Forsyth;Winston-Salem;2004-07-23;Parts per billion;9.5;24.0;6;23;Parts per million;0.040792;0.0559999999999999;10;47;Parts per billion;3.708333;11.0;22;16.0;Parts per million;0.445833;0.7;6;
147540;21;145;1024;JACKSON PURCHASE RECC, 2901 POWELL STREET;Kentucky;McCracken;Paducah;2001-06-20;Parts per billion;7.913042999999999;21.0;5;20;Parts per million;0.052958000000000005;0.066;10;71;Parts per billion;0.685714;1.0;2;;Parts per million;0.0;0.0;0;0.0
208003;6;71;306;14306 PARK AVE., VICTORVILLE, CA;California;San Bernardino;Victorville;2002-11-13;Parts per billion;28.578946999999996;37.0;3;35;Parts per million;0.0064;0.025;11;21;Parts per billion;2.2105259999999998;5.0;3;7.0;Parts per million;0.594737;1.2;22;
429416;42;21;11;MILLER AUTO SHOP 1 MESSENGER ST;Pennsylvania;Cambria;Johnstown;2004-10-16;Parts per billion;6.3333330000000005;13.0;7;12;Parts per million;0.019167;0.022000000000000002;10;19;Parts per billion;5.425;10.3;8;;Parts per million;0.116667;0.2;11;2.0
86249;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2000-10-11;Parts per billion;25.809524;37.0;19;35;Parts per million;0.025667000000000002;0.048;9;41;Parts per billion;10.272727;17.0;12;24.0;Parts per million;0.14;0.2;0;2.0
328826;26;81;20;1179 MONROE NW;Michigan;Kent;Grand Rapids;2003-09-19;Parts per billion;17.043478;40.0;8;38;Parts per million;0.0145;0.02;0;17;Parts per billion;0.958333;4.0;8;6.0;Parts per million;0.31666700000000003;0.5;8;6.0
175400;42;133;8;HILL ST.;Pennsylvania;York;York;2001-06-19;Parts per billion;23.869564999999998;57.0;2;54;Parts per million;0.060625;0.09300000000000001;13;145;Parts per billion;5.1304349999999985;14.0;20;20.0;Parts per million;0.3375;0.4;2;5.0
442565;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2004-07-02;Parts per billion;0.583333;3.0;12;3;Parts per million;0.013286000000000001;0.022000000000000002;10;19;Parts per billion;7.625;14.3;17;;Parts per million;0.181818;0.2;13;
402012;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2004-07-08;Parts per billion;11.583333;28.0;6;26;Parts per million;0.0349579999999999;0.061;10;54;Parts per billion;1.791667;9.0;8;13.0;Parts per million;0.454545;0.7;6;
331279;32;3;601;1005 INDUSTRIAL ROAD;Nevada;Clark;Boulder City;2003-01-12;Parts per billion;9.666667;22.0;17;21;Parts per million;0.021625;0.026000000000000002;13;22;Parts per billion;0.0;0.0;2;;Parts per million;0.0166669999999999;0.4;7;
310039;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2003-06-06;Parts per billion;0.095238;1.0;0;1;Parts per million;0.047167;0.052000000000000005;9;44;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.090909;0.1;0;
85984;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2000-08-05;Parts per billion;6.875;15.0;6;14;Parts per million;0.010708;0.021;9;18;Parts per billion;7.0416669999999995;24.0;18;34.0;Parts per million;0.216667;0.5;6;
83966;48;141;37;250 Rim Rd;Texas;El Paso;El Paso;2000-06-09;Parts per billion;7.1666669999999995;27.0;8;25;Parts per million;0.043375;0.055;10;47;Parts per billion;1.0;1.0;2;;Parts per million;0.320833;0.6;8;
331068;29;510;86;MARGARETTA: 4520 Margaretta, St. Louis, MO 63115;Missouri;St. Louis City;St. Louis;2003-09-20;Parts per billion;19.375;39.0;22;37;Parts per million;0.01525;0.038;10;32;Parts per billion;3.0625;4.0;8;;Parts per million;0.8;1.1;2;13.0
108154;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2001-08-05;Parts per billion;23.565217;40.0;11;38;Parts per million;0.023167;0.047;12;40;Parts per billion;4.971429;19.6;11;;Parts per million;0.16956500000000002;0.3;2;
76929;42;91;13;STATE ARMORY - 1046 BELVOIR RD;Pennsylvania;Montgomery;Norristown;2000-04-15;Parts per billion;27.416666999999997;35.0;0;33;Parts per million;0.005292;0.012;8;10;Parts per billion;1.75;7.0;18;10.0;Parts per million;0.3125;0.5;23;6.0
248223;36;5;83;200TH STREET AND SOUTHERN BLVD Harding Lab;New York;Bronx;New York;2002-02-19;Parts per billion;44.882353;56.0;13;53;Parts per million;0.0035789999999999;0.009000000000000001;5;8;Parts per billion;17.44;27.0;23;;Parts per million;1.064706;1.7;23;
267198;42;125;5;CHARLER01 WASTE TREATMENT PLANT;Pennsylvania;Washington;Charleroi;2002-08-13;Parts per billion;14.625;27.0;22;25;Parts per million;0.036875;0.083;11;119;Parts per billion;4.9583330000000005;22.0;14;31.0;Parts per million;0.075;0.1;0;1.0
316521;11;1;41;420 34th Street N.E.,Washington, DC 20019;District Of Columbia;District of Columbia;Washington;2003-06-06;Parts per billion;27.416666999999997;51.0;0;48;Parts per million;0.037667;0.0579999999999999;11;49;Parts per billion;9.458333;16.0;6;23.0;Parts per million;0.3375;1.3;0;
214673;6;83;1025;LFC #1-LAS FLORES CANYON;California;Santa Barbara;Capitan;2002-07-12;Parts per billion;4.391304;7.0;7;7;Parts per million;0.0315;0.04;10;34;Parts per billion;0.956522;3.0;13;4.0;Parts per million;0.2;0.2;0;
99203;6;13;1003;UNIT 759 EL PORTAL SHOPPING CENTER, San Pablo;California;Contra Costa;San Pablo;2001-07-07;Parts per billion;4.913043;7.0;0;7;Parts per million;0.033;0.037000000000000005;9;31;Parts per billion;1.181818;3.0;5;4.0;Parts per million;0.2;0.2;0;2.0
175560;42;133;8;HILL ST.;Pennsylvania;York;York;2001-07-29;Parts per billion;4.4583330000000005;8.0;17;8;Parts per million;0.027417;0.037000000000000005;0;31;Parts per billion;3.416667;7.0;4;10.0;Parts per million;0.020833;0.1;0;1.0
341242;40;115;9004;QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI;Oklahoma;Ottawa;Miami;2003-04-10;Parts per billion;14.0;26.0;1;25;Parts per million;0.0279579999999999;0.061;10;54;Parts per billion;0.55;1.0;2;;Parts per million;0.045833;0.1;13;1.0
12245;6;37;1103;1630 N MAIN ST, LOS ANGELES;California;Los Angeles;Los Angeles;2000-03-29;Parts per billion;31.521739;48.0;0;45;Parts per million;0.018708000000000002;0.033;10;28;Parts per billion;0.18571400000000002;1.0;14;;Parts per million;0.679167;0.8;5;9.0
337348;36;103;9;57 DIVISION STREET;New York;Suffolk;Holtsville;2003-06-14;Parts per billion;14.5;33.0;13;31;Parts per million;0.0315;0.047;13;40;Parts per billion;3.416667;8.0;9;11.0;Parts per million;0.20416700000000002;0.3;13;3.0
191662;6;13;3001;583 W. 10TH ST., PITTSBURG;California;Contra Costa;Pittsburg;2002-01-05;Parts per billion;15.478260999999998;24.0;17;23;Parts per million;0.00575;0.01;7;8;Parts per billion;1.181818;3.0;5;4.0;Parts per million;0.554167;0.9;0;10.0
408166;20;209;21;1210 N. 10TH ST.,JFK RECREATION CENTER;Kansas;Wyandotte;Kansas City;2004-12-22;Parts per billion;9.25;19.0;23;18;Parts per million;0.0195;0.022000000000000002;13;19;Parts per billion;8.0875;14.3;11;;Parts per million;0.3875;0.5;7;
323093;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2003-12-16;Parts per billion;3.166667;6.0;0;6;Parts per million;0.027875;0.033;8;28;Parts per billion;0.541667;2.0;14;3.0;Parts per million;0.175;0.2;0;
40865;11;1;41;420 34th Street N.E.,Washington, DC 20019;District Of Columbia;District of Columbia;Washington;2000-10-03;Parts per billion;31.304347999999997;55.0;18;52;Parts per million;0.018667;0.051;10;43;Parts per billion;12.314286;30.3;11;;Parts per million;1.408333;2.4;23;27.0
117811;6;73;1;80 E. 'J' ST., CHULA VISTA;California;San Diego;Chula Vista;2001-06-19;Parts per billion;14.043478;28.0;7;26;Parts per million;0.023583;0.0409999999999999;9;35;Parts per billion;5.6;19.6;11;;Parts per million;0.633333;1.6;5;
8137;6;13;3001;583 W. 10TH ST., PITTSBURG;California;Contra Costa;Pittsburg;2000-03-15;Parts per billion;16.173913;28.0;7;26;Parts per million;0.027458;0.038;10;32;Parts per billion;3.090909;7.0;0;10.0;Parts per million;0.583333;0.8;7;9.0
94306;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2001-05-01;Parts per billion;21.695652;53.0;20;50;Parts per million;0.034792000000000003;0.062;10;58;Parts per billion;0.4;1.0;23;;Parts per million;0.47391300000000003;1.4;20;
433933;42;101;4;1501 E. LYCOMING AVE.;Pennsylvania;Philadelphia;Philadelphia;2004-02-26;Parts per billion;28.772727000000003;47.0;20;44;Parts per million;0.014333000000000002;0.022000000000000002;8;19;Parts per billion;4.36;8.3;5;;Parts per million;0.461905;0.8;19;
368149;6;13;1004;1865 D RUMRILL BLVD, San Pablo;California;Contra Costa;San Pablo;2004-06-15;Parts per billion;18.166667;31.0;9;29;Parts per million;0.019063;0.026000000000000002;19;22;Parts per billion;2.48;4.6;8;;Parts per million;0.766667;1.1;9;
328637;26;81;20;1179 MONROE NW;Michigan;Kent;Grand Rapids;2003-08-03;Parts per billion;13.956522;34.0;19;32;Parts per million;0.028667;0.044000000000000004;10;37;Parts per billion;0.333333;2.0;9;3.0;Parts per million;0.383333;0.7;19;
159912;37;119;41;1130 EASTWAY DRIVE;North Carolina;Mecklenburg;Charlotte;2001-07-02;Parts per billion;10.791667;24.0;7;23;Parts per million;0.044417;0.068;10;77;Parts per billion;4.0;14.0;7;20.0;Parts per million;0.5;0.5;0;6.0
62631;34;7;3;"COPEWOOD E. DAVIS STS; TRAILER";New Jersey;Camden;Camden;2000-07-04;Parts per billion;17.666667;44.0;21;42;Parts per million;0.038917;0.0559999999999999;10;47;Parts per billion;9.833333;22.0;21;31.0;Parts per million;0.475;0.6;0;7.0
414578;33;11;20;PEARL ST;New Hampshire;Hillsborough;Manchester;2004-08-18;Parts per billion;13.625;20.0;7;19;Parts per million;0.035;0.059000000000000004;10;50;Parts per billion;1.7125;3.6;8;;Parts per million;0.4375;0.6;6;
412079;26;163;16;2451 MARQUETTE;Michigan;Wayne;Detroit;2004-07-23;Parts per billion;6.0;13.0;0;12;Parts per million;0.0215;0.035;12;30;Parts per billion;0.2;1.0;20;;Parts per million;0.320833;0.5;0;6.0
424134;40;115;9004;QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI;Oklahoma;Ottawa;Miami;2004-09-26;Parts per billion;5.0416669999999995;14.0;1;13;Parts per million;0.041875;0.063;10;61;Parts per billion;0.7;2.3;20;;Parts per million;0.0;0.0;0;0.0
124523;6;83;2004;128 S 'H' ST, LOMPOC;California;Santa Barbara;Lompoc;2001-04-06;Parts per billion;4.7083330000000005;13.0;6;12;Parts per million;0.038952;0.042;7;36;Parts per billion;3.9;5.6;23;;Parts per million;0.2875;0.6;6;
259253;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2002-10-26;Parts per billion;14.666667000000002;19.0;0;18;Parts per million;0.006375;0.013000000000000001;21;11;Parts per billion;3.8875;7.3;14;;Parts per million;0.0125;0.2;9;
46928;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2000-07-30;Parts per billion;1.916667;4.0;2;4;Parts per million;0.0343329999999999;0.06;10;51;Parts per billion;2.725;3.0;2;;Parts per million;0.6125;0.7;7;
320191;17;163;10;13TH & TUDOR;Illinois;Saint Clair;East Saint Louis;2003-05-17;Parts per billion;11.25;16.0;6;15;Parts per million;0.0209169999999999;0.027000000000000003;17;23;Parts per billion;4.5875;6.3;14;;Parts per million;0.375;0.5;10;
141355;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2001-09-03;Parts per billion;1.708333;3.0;20;3;Parts per million;0.030583;0.057;11;48;Parts per billion;0.275;1.0;23;;Parts per million;0.0666669999999999;0.1;7;
74807;42;69;2006;GEORGE ST TROOP AND CITY OF SCRANTON;Pennsylvania;Lackawanna;Scranton;2000-07-10;Parts per billion;12.625;30.0;22;28;Parts per million;0.030458;0.0409999999999999;9;35;Parts per billion;2.375;9.0;4;13.0;Parts per million;0.891667;1.0;0;11.0
305835;6;83;1025;LFC #1-LAS FLORES CANYON;California;Santa Barbara;Capitan;2003-06-06;Parts per billion;2.809524;8.0;8;8;Parts per million;0.035826;0.046;7;39;Parts per billion;0.190476;1.0;8;1.0;Parts per million;0.3;0.3;0;
237863;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2002-11-03;Parts per billion;16.545455;31.0;18;29;Parts per million;0.007375;0.012;8;10;Parts per billion;1.2608700000000002;4.0;20;6.0;Parts per million;0.7;1.0;18;
135345;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2001-02-12;Parts per billion;7.75;14.0;8;13;Parts per million;0.021059;0.0289999999999999;11;25;Parts per billion;0.414286;1.6;14;;Parts per million;0.845833;1.0;9;
2302;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2000-02-14;Parts per billion;25.666667;41.0;21;39;Parts per million;0.014417;0.033;9;28;Parts per billion;3.5875;4.6;23;;Parts per million;0.7;1.8;7;
