;state_code;county_code;site_num;address;state;county;city;date_local;unit_NO2;mean_NO2;firstMV_NO2;firstMH_NO2;aqi_NO2;unit_O3;mean_O3;firstMV_O3;firstMH_O3;aqi_O3;unit_SO2;mean_SO2;firstMV_SO2;firstMH_SO2;aqi_SO2;unit_CO;mean_CO;firstMV_CO;firstMH_CO;aqi_CO
395355;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2004-12-15;Parts per billion;1.75;2.0;0;2;Parts per million;0.033417;0.038;15;32;Parts per billion;0.0434779999999999;1.0;13;1.0;Parts per million;0.091667;0.2;16;2.0
254041;40;21;9002;P.O. BOX 948   TAHLEQUAH, OK  74464;Oklahoma;Cherokee;Park Hill;2002-03-23;Parts per billion;9.541667;27.0;0;25;Parts per million;0.041917;0.0559999999999999;13;47;Parts per billion;1.025;2.3;11;;Parts per million;0.0125;0.1;0;
398217;6;111;3001;545 CENTRAL AVENUE, OXNARD, CA  93030;California;Ventura;Not in a city;2004-01-29;Parts per billion;16.409091;29.0;18;27;Parts per million;0.0135419999999999;0.0289999999999999;10;25;Parts per billion;0.818182;2.0;15;3.0;Parts per million;0.22;0.3;19;3.0
431516;42;73;15;CROTON ST & JEFFERSON ST.;Pennsylvania;Lawrence;New Castle;2004-06-27;Parts per billion;11.75;22.0;2;21;Parts per million;0.02575;0.048;11;41;Parts per billion;2.775;4.3;8;;Parts per million;0.229167;0.4;3;5.0
247320;34;13;16;LEXINGTON & E. FERRY STS., NEWARK;New Jersey;Essex;Newark;2002-06-24;Parts per billion;21.25;54.0;23;51;Parts per million;0.029708;0.047;7;40;Parts per billion;2.025;5.0;8;;Parts per million;0.533333;0.6;7;7.0
371983;6;37;1002;228 W. PALM AVE., BURBANK;California;Los Angeles;Burbank;2004-02-10;Parts per billion;16.130435000000002;46.0;19;43;Parts per million;0.027417;0.042;10;36;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.42173900000000003;1.5;22;
169253;42;71;7;ABRAHAM LINCOLN JR HIGH GROFFTOWN RD;Pennsylvania;Lancaster;Lancaster;2001-08-03;Parts per billion;8.125;16.0;5;15;Parts per million;0.049083;0.077;12;104;Parts per billion;2.1875;9.0;20;;Parts per million;0.2333329999999999;0.3;5;
23358;6;73;1;80 E. 'J' ST., CHULA VISTA;California;San Diego;Chula Vista;2000-08-05;Parts per billion;10.217391000000001;19.0;8;18;Parts per million;0.0290829999999999;0.0409999999999999;9;35;Parts per billion;1.314286;2.0;2;;Parts per million;1.204348;1.7;5;
424040;40;115;9004;QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI;Oklahoma;Ottawa;Miami;2004-09-03;Parts per billion;8.041667;25.0;19;24;Parts per million;0.040917;0.061;10;54;Parts per billion;0.375;2.0;9;3.0;Parts per million;0.0041670000000000006;0.1;23;1.0
61500;29;510;86;MARGARETTA: 4520 Margaretta, St. Louis, MO 63115;Missouri;St. Louis City;St. Louis;2000-07-27;Parts per billion;18.0;38.0;22;36;Parts per million;0.0430829999999999;0.064;10;64;Parts per billion;6.5375;19.6;5;;Parts per million;0.520833;0.8;13;
331988;33;11;20;PEARL ST;New Hampshire;Hillsborough;Manchester;2003-04-28;Parts per billion;16.583333;33.0;7;31;Parts per million;0.038125;0.06;10;51;Parts per billion;2.833333;5.3;23;;Parts per million;0.55;0.7;7;8.0
67166;37;67;22;1300 BLK. HATTIE AVENUE;North Carolina;Forsyth;Winston-Salem;2000-09-17;Parts per billion;12.458333;30.0;20;28;Parts per million;0.018042;0.037000000000000005;10;31;Parts per billion;0.4;1.0;11;;Parts per million;0.43913;1.0;20;
110698;6;59;1003;2850 MESA VERDE DR EAST, COSTA MESA;California;Orange;Costa Mesa;2001-05-03;Parts per billion;17.347826;38.0;20;36;Parts per million;0.03675;0.05;10;42;Parts per billion;0.9285709999999999;2.3;20;;Parts per million;0.634783;1.1;5;
441558;48;141;58;5050A Yvette Drive;Texas;El Paso;El Paso;2004-10-20;Parts per billion;8.5;27.0;18;25;Parts per million;0.0200419999999999;0.031;9;26;Parts per billion;0.2375;1.0;20;;Parts per million;0.2375;0.3;0;3.0
356624;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2003-09-18;Parts per billion;23.666667;47.0;18;44;Parts per million;0.0247919999999999;0.043;8;36;Parts per billion;0.6125;1.0;2;;Parts per million;0.483333;0.7;20;8.0
425908;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2004-09-21;Parts per billion;20.166667;28.0;10;26;Parts per million;0.005167000000000001;0.015;10;13;Parts per billion;12.916667;42.0;13;59.0;Parts per million;0.44166700000000003;0.6;23;7.0
3088;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2000-09-16;Parts per billion;8.458333;19.0;6;18;Parts per million;0.036917;0.0559999999999999;9;47;Parts per billion;1.0;1.0;0;1.0;Parts per million;0.245833;0.5;6;
359889;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2003-02-06;Parts per billion;14.708332999999998;28.0;4;26;Parts per million;0.007792;0.019;22;16;Parts per billion;3.5;10.0;2;14.0;Parts per million;0.891667;1.1;6;
405046;18;97;73;NAVAL AVIONICS CENTER, 6125 E. 16TH ST.;Indiana;Marion;Indianapolis (Remainder);2004-03-31;Parts per billion;11.541667;24.0;6;23;Parts per million;0.0165;0.017;22;14;Parts per billion;1.4;2.0;2;;Parts per million;0.3375;0.5;6;
277676;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2003-11-21;Parts per billion;23.75;45.0;18;42;Parts per million;0.014417;0.032;9;27;Parts per billion;2.55;7.6;20;;Parts per million;0.729167;1.6;23;18.0
69454;40;71;9003;RT 1, BOX 1980  PONCA CITY, OK  74601;Oklahoma;Kay;Ponca City;2000-07-19;Parts per billion;8.708333;17.0;22;16;Parts per million;0.045625;0.054000000000000006;10;46;Parts per billion;2.925;10.0;20;;Parts per million;0.44166700000000003;2.1;19;
270805;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2002-02-20;Parts per billion;23.333333;46.0;19;43;Parts per million;0.01525;0.032;10;27;Parts per billion;0.083333;1.0;7;1.0;Parts per million;0.216667;0.8;11;
258017;42;11;9;UGI CO MONGANTOWN RD AND PROSPECT ST;Pennsylvania;Berks;Reading;2002-07-24;Parts per billion;16.333333;26.0;20;25;Parts per million;0.02;0.035;11;30;Parts per billion;6.9;15.6;17;;Parts per million;0.470833;0.7;6;
34946;6;87;3; Center St;California;Santa Cruz;Davenport;2000-08-24;Parts per billion;4.0416669999999995;9.0;17;8;Parts per million;0.017208;0.0279999999999999;9;24;Parts per billion;0.0;0.0;2;;Parts per million;0.216667;0.6;6;
291719;6;37;5001;5234 W. 120TH ST., HAWTHORNE;California;Los Angeles;Hawthorne;2003-01-21;Parts per billion;24.434783;51.0;8;48;Parts per million;0.020333;0.039;12;33;Parts per billion;0.086957;1.0;8;1.0;Parts per million;0.713043;2.4;7;
3586;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2000-01-18;Parts per billion;18.909091;33.0;12;31;Parts per million;0.003333;0.011000000000000001;0;9;Parts per billion;1.0;1.0;8;;Parts per million;0.759091;1.1;8;
350811;42;95;25;WASHINGTON & CAMBRIA STS. FREEMANSBURG;Pennsylvania;Northampton;Freemansburg;2003-10-13;Parts per billion;10.666667;28.0;19;26;Parts per million;0.018458000000000002;0.04;9;34;Parts per billion;0.583333;2.0;6;3.0;Parts per million;0.5875;1.1;6;
361201;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2004-02-06;Parts per billion;39.541667;54.0;20;51;Parts per million;0.008417000000000001;0.022000000000000002;10;19;Parts per billion;2.475;5.3;8;;Parts per million;1.170833;2.8;7;
216613;6;83;2011;380 N FAIRVIEW AVENUE, GOLETA;California;Santa Barbara;Goleta;2002-01-05;Parts per billion;17.7;32.0;16;30;Parts per million;0.0091;0.019;8;16;Parts per billion;0.25;2.0;9;3.0;Parts per million;0.555;1.5;9;
213818;6;75;5;10 ARKANSAS ST.;California;San Francisco;San Francisco;2002-12-02;Parts per billion;44.6;54.0;20;51;Parts per million;0.003583;0.01;9;8;Parts per billion;3.442857;7.3;14;;Parts per million;1.283333;1.8;23;20.0
115982;6;71;306;14306 PARK AVE., VICTORVILLE, CA;California;San Bernardino;Victorville;2001-03-15;Parts per billion;21.478261;44.0;1;42;Parts per million;0.040708;0.0559999999999999;12;47;Parts per billion;0.8260870000000001;3.0;4;4.0;Parts per million;0.345833;0.7;8;8.0
291902;6;37;5001;5234 W. 120TH ST., HAWTHORNE;California;Los Angeles;Hawthorne;2003-03-07;Parts per billion;30.913043;52.0;23;49;Parts per million;0.021208;0.047;13;40;Parts per billion;0.328571;1.3;11;;Parts per million;1.370833;2.6;7;30.0
401777;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2004-05-10;Parts per billion;6.0416669999999995;14.0;5;13;Parts per million;0.036667;0.051;8;43;Parts per billion;0.25;3.0;14;4.0;Parts per million;0.4375;0.5;7;6.0
322122;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2003-03-24;Parts per billion;1.416667;7.0;22;7;Parts per million;0.048417;0.06;11;51;Parts per billion;1.083333;2.0;9;3.0;Parts per million;0.1625;0.2;0;2.0
108019;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2001-07-02;Parts per billion;22.173913;49.0;12;46;Parts per million;0.018375;0.021;7;18;Parts per billion;3.0142860000000002;9.6;14;;Parts per million;0.520833;0.8;16;9.0
342449;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2003-04-14;Parts per billion;27.782609000000004;40.0;19;38;Parts per million;0.013958000000000002;0.033;9;28;Parts per billion;15.826087;46.0;16;64.0;Parts per million;0.356522;0.6;7;
351582;42;101;4;1501 E. LYCOMING AVE.;Pennsylvania;Philadelphia;Philadelphia;2003-07-30;Parts per billion;22.041667;38.0;8;36;Parts per million;0.027875;0.04;11;34;Parts per billion;1.8875;8.0;11;;Parts per million;0.333333;0.5;7;6.0
230226;17;163;10;13TH & TUDOR;Illinois;Saint Clair;East Saint Louis;2002-09-05;Parts per billion;23.26087;43.0;19;41;Parts per million;0.030917;0.069;10;80;Parts per billion;2.614286;7.0;20;;Parts per million;0.558333;0.8;22;9.0
282687;6;13;1004;1865 D RUMRILL BLVD, San Pablo;California;Contra Costa;San Pablo;2003-09-19;Parts per billion;19.434783;33.0;7;31;Parts per million;0.015583000000000001;0.03;9;25;Parts per billion;1.685714;3.0;14;;Parts per million;0.5173909999999999;1.4;6;
337427;36;103;9;57 DIVISION STREET;New York;Suffolk;Holtsville;2003-07-04;Parts per billion;11.416667;29.0;11;27;Parts per million;0.0655419999999999;0.098;12;156;Parts per billion;7.375;13.0;6;19.0;Parts per million;0.2333329999999999;0.5;11;
94772;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2001-08-28;Parts per billion;10.608696;25.0;20;24;Parts per million;0.036583;0.055;9;47;Parts per billion;0.7391300000000001;1.0;0;1.0;Parts per million;0.13913;0.5;20;
139813;18;97;73;NAVAL AVIONICS CENTER, 6125 E. 16TH ST.;Indiana;Marion;Indianapolis (Remainder);2001-04-20;Parts per billion;8.541667;13.0;7;12;Parts per million;0.044125;0.052000000000000005;10;44;Parts per billion;1.695652;3.0;8;4.0;Parts per million;0.3875;0.5;15;
322992;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2003-11-20;Parts per billion;4.8333330000000005;10.0;5;9;Parts per million;0.030958;0.04;11;34;Parts per billion;1.1;1.6;14;;Parts per million;0.120833;0.2;19;2.0
413615;29;510;86;MARGARETTA: 4520 Margaretta, St. Louis, MO 63115;Missouri;St. Louis City;St. Louis;2004-07-23;Parts per billion;8.666667;34.0;0;32;Parts per million;0.031958;0.044000000000000004;10;37;Parts per billion;2.275;6.3;11;;Parts per million;0.529167;0.6;13;7.0
117375;6;73;1;80 E. 'J' ST., CHULA VISTA;California;San Diego;Chula Vista;2001-03-02;Parts per billion;21.478261;45.0;21;42;Parts per million;0.027000000000000003;0.049;10;42;Parts per billion;2.557143;3.3;8;;Parts per million;0.969565;1.6;7;
427909;42;17;12;ROCKVIEW LANE;Pennsylvania;Bucks;Bristol;2004-05-01;Parts per billion;6.6666669999999995;16.0;0;15;Parts per million;0.0315;0.044000000000000004;10;37;Parts per billion;0.791667;4.0;9;6.0;Parts per million;0.304167;0.4;0;
264991;42;95;25;WASHINGTON & CAMBRIA STS. FREEMANSBURG;Pennsylvania;Northampton;Freemansburg;2002-08-27;Parts per billion;12.041667;16.0;8;15;Parts per million;0.021167;0.042;10;36;Parts per billion;6.5416669999999995;25.0;10;36.0;Parts per million;0.279167;0.8;6;
256748;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2002-04-12;Parts per billion;20.391304;33.0;9;31;Parts per million;0.02575;0.0409999999999999;10;35;Parts per billion;11.175;21.0;20;;Parts per million;0.304167;0.4;11;5.0
247015;34;13;16;LEXINGTON & E. FERRY STS., NEWARK;New Jersey;Essex;Newark;2002-04-01;Parts per billion;11.916667;22.0;4;21;Parts per million;0.027625;0.038;10;32;Parts per billion;1.4;2.6;2;;Parts per million;0.620833;1.0;4;
233342;20;209;21;1210 N. 10TH ST.,JFK RECREATION CENTER;Kansas;Wyandotte;Kansas City;2002-03-03;Parts per billion;6.4166669999999995;17.0;23;16;Parts per million;0.027833;0.038;11;32;Parts per billion;3.916667;16.0;8;23.0;Parts per million;1.1375;1.2;15;14.0
408919;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2004-06-27;Parts per billion;9.0;17.0;5;16;Parts per million;0.008625;0.017;10;14;Parts per billion;1.325;2.0;5;;Parts per million;0.75;0.8;0;9.0
363913;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2004-07-07;Parts per billion;12.25;28.0;21;26;Parts per million;0.025958;0.044000000000000004;8;37;Parts per billion;1.0125;3.3;11;;Parts per million;0.266667;0.5;20;
42861;17;31;63;321 S. FRANKLIN;Illinois;Cook;Chicago;2000-02-28;Parts per billion;39.791667;62.0;8;60;Parts per million;0.0055;0.008;10;7;Parts per billion;6.9625;10.3;11;;Parts per million;0.804167;1.3;14;15.0
181908;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2002-08-07;Parts per billion;25.625;50.0;0;47;Parts per million;0.02525;0.055;10;47;Parts per billion;1.725;3.3;5;;Parts per million;0.683333;1.2;5;14.0
270092;47;121;104;8401 HIGHWAY 60;Tennessee;Meigs;Not in a city;2002-06-07;Parts per billion;2.608696;15.0;20;14;Parts per million;0.038875;0.065;12;67;Parts per billion;1.0;1.0;0;1.0;Parts per million;1.0;1.0;0;11.0
52853;21;111;51;7201 WATSON LN, WATSON LN ELEMENTARY SCH;Kentucky;Jefferson;Louisville;2000-04-21;Parts per billion;4.7916669999999995;7.0;23;7;Parts per million;0.026417000000000003;0.03;19;25;Parts per billion;3.525;7.6;2;;Parts per million;0.629167;0.7;0;8.0
85484;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2000-03-16;Parts per billion;26.583333000000003;54.0;22;51;Parts per million;0.0169169999999999;0.044000000000000004;11;37;Parts per billion;3.45;7.0;23;;Parts per million;0.666667;1.4;9;
101504;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2001-04-03;Parts per billion;8.217391000000001;26.0;7;25;Parts per million;0.038167;0.049;10;42;Parts per billion;0.9571430000000001;1.2;8;;Parts per million;0.486957;1.2;7;
419146;36;103;9;57 DIVISION STREET;New York;Suffolk;Holtsville;2004-02-21;Parts per billion;13.666667000000002;34.0;15;32;Parts per million;0.028875;0.037000000000000005;23;31;Parts per billion;8.333333;20.0;11;29.0;Parts per million;0.1333329999999999;0.2;15;2.0
357580;48;141;37;250 Rim Rd;Texas;El Paso;El Paso;2003-05-23;Parts per billion;11.391304;24.0;7;23;Parts per million;0.0418329999999999;0.062;10;58;Parts per billion;0.0;0.0;2;;Parts per million;0.4125;0.6;11;7.0
97485;6;13;1002;5551 BETHEL ISLAND RD;California;Contra Costa;Bethel Island;2001-05-01;Parts per billion;6.086957;11.0;21;10;Parts per million;0.036542000000000005;0.049;10;42;Parts per billion;4.171429;6.6;23;;Parts per million;0.3;0.3;0;3.0
413079;29;189;7003;9630 ST CHAS ROCK RD, BREKENRIDGE 63314;Missouri;Saint Louis;Breckenridge Hills;2004-10-12;Parts per billion;11.208333;15.0;14;14;Parts per million;0.003;0.009000000000000001;0;8;Parts per billion;3.6375;6.3;2;;Parts per million;0.783333;1.0;11;11.0
2931;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2000-08-04;Parts per billion;13.708332999999998;38.0;22;36;Parts per million;0.044167000000000005;0.068;11;77;Parts per billion;1.2625;1.6;14;;Parts per million;0.291667;0.4;12;5.0
390942;6;83;1025;LFC #1-LAS FLORES CANYON;California;Santa Barbara;Capitan;2004-10-11;Parts per billion;5.9565220000000005;15.0;16;14;Parts per million;0.047667;0.054000000000000006;8;46;Parts per billion;1.842857;4.3;17;;Parts per million;0.3;0.3;0;
313828;6;111;3001;545 CENTRAL AVENUE, OXNARD, CA  93030;California;Ventura;Not in a city;2003-04-08;Parts per billion;15.954545000000001;31.0;19;29;Parts per million;0.032208;0.051;9;43;Parts per billion;0.363636;1.0;2;1.0;Parts per million;0.3;0.4;0;5.0
367018;6;13;1002;5551 BETHEL ISLAND RD;California;Contra Costa;Bethel Island;2004-09-06;Parts per billion;10.347826;28.0;0;26;Parts per million;0.038458;0.07;10;84;Parts per billion;2.8285709999999997;5.3;20;;Parts per million;0.504167;0.7;1;8.0
261036;42;69;2006;GEORGE ST TROOP AND CITY OF SCRANTON;Pennsylvania;Lackawanna;Scranton;2002-04-28;Parts per billion;10.708333;26.0;20;25;Parts per million;0.031583;0.044000000000000004;0;37;Parts per billion;0.083333;1.0;1;1.0;Parts per million;0.0125;0.1;21;1.0
61274;29;510;86;MARGARETTA: 4520 Margaretta, St. Louis, MO 63115;Missouri;St. Louis City;St. Louis;2000-06-01;Parts per billion;19.666667;39.0;6;37;Parts per million;0.048083;0.066;9;71;Parts per billion;3.958333;9.0;3;13.0;Parts per million;0.554167;0.8;7;
247385;34;13;16;LEXINGTON & E. FERRY STS., NEWARK;New Jersey;Essex;Newark;2002-07-08;Parts per billion;31.727272999999997;46.0;3;43;Parts per million;0.0497079999999999;0.086;11;127;Parts per billion;2.5;11.0;23;16.0;Parts per million;0.656522;1.2;5;
221779;6;95;4;304 TUOLUMNE ST.;California;Solano;Vallejo;2002-08-19;Parts per billion;5.772727;9.0;7;8;Parts per million;0.0290829999999999;0.032;20;27;Parts per billion;0.85;1.0;5;1.0;Parts per million;0.295455;0.5;15;
93080;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2001-12-31;Parts per billion;34.363636;44.0;0;42;Parts per million;0.005526;0.013000000000000001;10;11;Parts per billion;5.285714;6.0;2;;Parts per million;1.017391;1.9;0;
259844;42;17;12;ROCKVIEW LANE;Pennsylvania;Bucks;Bristol;2002-08-26;Parts per billion;19.285714000000002;42.0;19;40;Parts per million;0.014765;0.034;13;29;Parts per billion;5.3333330000000005;16.0;8;23.0;Parts per million;0.1333329999999999;0.3;7;3.0
89907;51;59;5001;LEWINSVILLE 1437 BALLS HILL RD;Virginia;Fairfax;McLean;2000-05-22;Parts per billion;17.125;25.0;7;24;Parts per million;0.022708000000000002;0.031;10;26;Parts per billion;2.583333;5.6;23;;Parts per million;0.454167;0.5;11;6.0
353392;42;129;8;DONOHOE ROAD - PENN DOT MAINT DIST BLDG;Pennsylvania;Westmoreland;Greensburg;2003-06-26;Parts per billion;19.0;26.0;4;25;Parts per million;0.051833000000000004;0.071;9;87;Parts per billion;9.086957;17.0;9;24.0;Parts per million;0.0166669999999999;0.1;0;1.0
85315;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2000-02-03;Parts per billion;42.333333;52.0;7;49;Parts per million;0.0085;0.02;10;17;Parts per billion;9.208333;27.0;21;39.0;Parts per million;0.333333;0.8;9;9.0
315345;8;1;3001;3174 E. 78TH AVE.;Colorado;Adams;Welby;2003-07-24;Parts per billion;21.173913;52.0;7;49;Parts per million;0.02875;0.053;12;45;Parts per billion;1.0857139999999998;6.0;8;;Parts per million;0.504167;1.5;6;
206524;6;67;6;DEL PASO-2701 AVALON DR, SACRAMENTO;California;Sacramento;Arden-Arcade;2002-10-29;Parts per billion;28.826087;44.0;9;42;Parts per million;0.022375;0.039;9;33;Parts per billion;1.173913;2.0;8;3.0;Parts per million;0.904167;1.2;0;14.0
235144;21;19;17;FIVCO HEALTH DEPARTMENT, 2924 HOLT STREET;Kentucky;Boyd;Ashland;2002-09-05;Parts per billion;16.478261;36.0;21;34;Parts per million;0.040875;0.076;11;101;Parts per billion;6.5375;16.3;17;;Parts per million;0.095833;0.2;2;2.0
219269;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2002-11-01;Parts per billion;1.5;4.0;10;4;Parts per million;0.0430829999999999;0.053;17;45;Parts per billion;0.314286;1.0;14;;Parts per million;0.145455;0.2;7;
255637;40;115;9004;QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI;Oklahoma;Ottawa;Miami;2002-08-22;Parts per billion;4.1666669999999995;7.0;23;7;Parts per million;0.041083;0.048;10;41;Parts per billion;0.25;1.0;4;1.0;Parts per million;0.0125;0.1;21;
314923;8;1;3001;3174 E. 78TH AVE.;Colorado;Adams;Welby;2003-03-06;Parts per billion;18.047619;42.0;5;40;Parts per million;0.019958;0.035;10;30;Parts per billion;0.571429;5.0;10;7.0;Parts per million;0.322727;0.7;8;
221865;6;95;4;304 TUOLUMNE ST.;California;Solano;Vallejo;2002-09-09;Parts per billion;18.217391;32.0;21;30;Parts per million;0.0210419999999999;0.047;10;40;Parts per billion;1.885714;3.6;11;;Parts per million;0.613043;3.2;6;
299031;6;71;306;14306 PARK AVE., VICTORVILLE, CA;California;San Bernardino;Victorville;2003-09-16;Parts per billion;19.772727;51.0;7;48;Parts per million;0.045167;0.06;10;51;Parts per billion;0.2857139999999999;1.0;8;;Parts per million;0.3;0.9;7;
60465;29;189;7002;10267 ST CHARLES ROCK ROAD;Missouri;Saint Louis;St. Ann;2000-06-13;Parts per billion;10.565217;16.0;7;15;Parts per million;0.0349579999999999;0.044000000000000004;19;37;Parts per billion;2.1125;2.3;2;;Parts per million;0.470833;0.6;21;7.0
267734;42;129;8;DONOHOE ROAD - PENN DOT MAINT DIST BLDG;Pennsylvania;Westmoreland;Greensburg;2002-05-25;Parts per billion;11.5;19.0;22;18;Parts per million;0.035583;0.054000000000000006;13;46;Parts per billion;9.083333;17.0;16;24.0;Parts per million;0.408333;0.6;20;7.0
334480;36;5;83;200TH STREET AND SOUTHERN BLVD Harding Lab;New York;Bronx;New York;2003-03-20;Parts per billion;23.416667;42.0;21;40;Parts per million;0.018167;0.022000000000000002;11;19;Parts per billion;3.4375;5.0;5;;Parts per million;0.541667;0.7;12;8.0
385005;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2004-03-01;Parts per billion;17.73913;34.0;0;32;Parts per million;0.026667000000000003;0.036000000000000004;11;31;Parts per billion;2.5652169999999996;4.0;4;6.0;Parts per million;0.891667;1.2;4;14.0
328221;26;81;20;1179 MONROE NW;Michigan;Kent;Grand Rapids;2003-04-21;Parts per billion;9.173913;14.0;15;13;Parts per million;0.0165;0.025;20;21;Parts per billion;0.272727;1.0;5;1.0;Parts per million;0.24782600000000002;0.4;6;
190419;6;13;1003;UNIT 759 EL PORTAL SHOPPING CENTER, San Pablo;California;Contra Costa;San Pablo;2002-02-01;Parts per billion;24.105263;36.0;18;34;Parts per million;0.0027649999999999;0.01;13;8;Parts per billion;2.52;4.3;17;;Parts per million;0.710526;1.2;7;
276866;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2003-05-03;Parts per billion;4.9583330000000005;18.0;2;17;Parts per million;0.039667;0.052000000000000005;10;44;Parts per billion;0.708333;2.0;0;3.0;Parts per million;0.275;0.4;0;5.0
121664;6;75;5;10 ARKANSAS ST.;California;San Francisco;San Francisco;2001-04-18;Parts per billion;21.956522;42.0;6;40;Parts per million;0.0279579999999999;0.036000000000000004;11;31;Parts per billion;1.409091;3.0;5;4.0;Parts per million;0.75;1.0;7;11.0
418442;36;81;124;Queens College   65-30 Kissena Blvd  Parking Lot#6;New York;Queens;New York;2004-08-12;Parts per billion;12.958333;25.0;20;24;Parts per million;0.02125;0.0289999999999999;8;25;Parts per billion;0.9;1.6;20;;Parts per million;0.529167;0.7;19;
129689;6;87;3; Center St;California;Santa Cruz;Davenport;2001-12-18;Parts per billion;3.3478260000000004;7.0;10;7;Parts per million;0.015625;0.0289999999999999;10;25;Parts per billion;0.913043;1.0;0;1.0;Parts per million;0.613636;1.5;8;
49529;21;19;15;32ND & RAILROAD STS.;Kentucky;Boyd;Ashland;2000-06-23;Parts per billion;12.391304;47.0;22;44;Parts per million;0.04475;0.079;11;109;Parts per billion;8.242857;15.0;20;;Parts per million;0.083333;0.2;21;2.0
152486;32;3;601;1005 INDUSTRIAL ROAD;Nevada;Clark;Boulder City;2001-10-18;Parts per billion;10.291667;26.0;8;25;Parts per million;0.03975;0.052000000000000005;11;44;Parts per billion;1.9625;5.6;14;;Parts per million;0.0;0.0;0;0.0
144803;21;59;5;716 PLEASANT VALLEY ROAD;Kentucky;Daviess;Not in a city;2001-06-09;Parts per billion;10.869565;20.0;0;19;Parts per million;0.037917;0.063;10;61;Parts per billion;6.414286;26.0;8;;Parts per million;0.0086959999999999;0.1;20;
58050;29;189;6;305 WEIDMAN ROAD (QUEENY);Missouri;Saint Louis;Not in a city;2000-07-25;Parts per billion;16.652174;35.0;21;33;Parts per million;0.033125;0.065;11;67;Parts per billion;1.090909;4.0;11;6.0;Parts per million;0.45;0.8;7;
278359;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2003-01-12;Parts per billion;14.782608999999999;23.0;20;22;Parts per million;0.0065829999999999;0.0139999999999999;8;12;Parts per billion;1.7571430000000001;4.3;14;;Parts per million;0.621739;1.0;4;
24630;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2000-07-08;Parts per billion;5.4705879999999985;12.0;5;11;Parts per million;0.027286;0.033;8;28;Parts per billion;5.45;6.6;8;;Parts per million;0.388235;0.6;8;
81903;42;133;8;HILL ST.;Pennsylvania;York;York;2000-05-28;Parts per billion;9.916667;19.0;19;18;Parts per million;0.0255;0.034;9;29;Parts per billion;3.833333;4.0;0;6.0;Parts per million;0.295833;0.4;0;5.0
290678;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2003-04-12;Parts per billion;10.869565;28.0;5;26;Parts per million;0.031583;0.038;6;32;Parts per billion;1.1;2.6;17;;Parts per million;0.358333;0.4;10;5.0
373477;6;37;1103;1630 N MAIN ST, LOS ANGELES;California;Los Angeles;Los Angeles;2004-03-02;Parts per billion;29.095238000000002;46.0;21;43;Parts per million;0.0132729999999999;0.0289999999999999;9;25;Parts per billion;0.1;0.6;23;;Parts per million;0.661905;1.7;23;
